,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,username,datetime,tweet_text,impressions,likes,longitude,latitude,field_1,timestamp,year,month,day,hour,minute,second,contains_keyword,keyword
170371,37339,174915,174915,123841,https://twitter.com/amelapay/status/1664745725970849792,@amelapay,2023-06-02T21:28:05.000Z,"somewhat less excited about being “neither too hot nor too ugly maternity leggings mom emerging from a Honda Odyssey” in this scene, alas",502,15,30.323445077994,-97.75698020848782,104890.0,1685759285.0,2023,6,2,21,28,5,True,hot
170408,37376,174881,174881,123807,https://twitter.com/GeorgeDearing/status/1664749573917515779,@GeorgeDearing,2023-06-02T21:43:22.000Z,I don’t need a media company or an insurance company to tell me climate change is making things worse. Of course it is.,41,,30.323445077994,-97.75698020848782,104856.0,1685760202.0,2023,6,2,21,43,22,True,climate
170741,37709,581060,581060,6553,https://twitter.com/Lexi_hopkins23/status/1664846149159735298,@Lexi_hopkins23,2023-06-03T04:07:07.000Z,Not me having a hot fudge sundae and desperately wanting another one 8hrs later,36,,30.46180890041911,-97.60910097580602,5788.0,1685783227.0,2023,6,3,4,7,7,True,hot
170862,37830,174582,174582,123508,https://twitter.com/ByAndyMcCulloch/status/1665025798695186435,@ByAndyMcCulloch,2023-06-03T16:00:59.000Z,"T4 | Calallen’s defense gets it out of another jam

Catcher Audryna Almaraz (
@audrynaalm_2026
) throws out Liberty’s Kylee Bishop trying to steal 3B on a wild pitch to end the inning

The Wildcats led off the bottom of the 4th with a solo HR by 3B Alaunah Almaraz to make it 3-2…
Show more",536,1,30.323445077994,-97.75698020848782,104557.0,1685826059.0,2023,6,3,16,0,59,True,dry
171041,38009,174414,174414,123340,https://twitter.com/miggiesmalls/status/1665048445176934402,@miggiesmalls,2023-06-03T17:30:59.000Z,in my hot mustard doritos era,174,1,30.323445077994,-97.75698020848782,104389.0,1685831459.0,2023,6,3,17,30,59,True,hot
171081,38049,174380,174380,123306,https://twitter.com/SynapticArcWeld/status/1665054415890395137,@SynapticArcWeld,2023-06-03T17:54:42.000Z,"1978 Ford Mustang with a modified 351 Windsor engine under the hood, which was only mounted on wood blocks. It was a very fast death machine that I only got to drive for one weekend before I killed it, ceasing the engine from over heating, due to an unknown radiator leak.",35,,30.323445077994,-97.75698020848782,104355.0,1685832882.0,2023,6,3,17,54,42,True,heat
171144,38112,174321,174321,123247,https://twitter.com/theTomMarkey/status/1665063239426637827,@theTomMarkey,2023-06-03T18:29:46.000Z,"@BenStiller
 Just wanted to tell you that “The Secret Life of Walter Mitty” is one of my favorite films of all time. Such a wonder heart warming movie, that you must have poured your soul into.",173,1,30.323445077994,-97.75698020848782,104296.0,1685834986.0,2023,6,3,18,29,46,True,warm
171275,38243,174206,174206,123132,https://twitter.com/KeepGoing_TX/status/1665081419461271553,@KeepGoing_TX,2023-06-03T19:42:00.000Z,"Incremental work often gets pegged as boring, weak, or too cautious. People criticize you for not being bold. 

Remember: incremental progress IS bold. Especially if you’re fighting for big issues in a tough climate. Looking at you, Texas advocates.",878,28,30.323445077994,-97.75698020848782,104181.0,1685839320.0,2023,6,3,19,42,0,True,climate
171329,38297,174154,174154,123080,https://twitter.com/ckanani/status/1665088978377232387,@ckanani,2023-06-03T20:12:02.000Z,“Yah Austin FC vs. Real Salt Lake is JUST like Heat vs. Nuggets except it’s no. 8 vs. no. 12 and it’s soccer and it’s regular season” — me,152,2,30.323445077994,-97.75698020848782,104129.0,1685841122.0,2023,6,3,20,12,2,True,heat
171371,38339,174115,174115,123041,https://twitter.com/cbriancpa/status/1665093473505103872,@cbriancpa,2023-06-03T20:29:54.000Z,"This is a great insightful post by 
@meg_blair_ack
 about burnout and other challenges to everyone in the accounting profession. #TaxTwitter 

Burnout, Dumpster Fires, and ChatGPT",1.7K,20,30.323445077994,-97.75698020848782,104090.0,1685842194.0,2023,6,3,20,29,54,True,burn
171409,38377,581014,581014,6507,https://twitter.com/sportsmosquito/status/1665098700954189825,@sportsmosquito,2023-06-03T20:50:41.000Z,Dusty said its because he's in spring training mode.  He's off tomorrow as well because he tweaked his oblique.,22,1,30.46180890041911,-97.60910097580602,5742.0,1685843441.0,2023,6,3,20,50,41,True,dusty
171444,38412,174047,174047,122973,https://twitter.com/jwconant1/status/1665102109623087104,@jwconant1,2023-06-03T21:04:13.000Z,Good Lord! I can’t unsee that my eyes are burning!,8,2,30.323445077994,-97.75698020848782,104022.0,1685844253.0,2023,6,3,21,4,13,True,burn
171454,38422,174037,174037,122963,https://twitter.com/ASKillebrew/status/1665102960789995525,@ASKillebrew,2023-06-03T21:07:36.000Z,Nature and science with my tiny trailblazer ,252,4,30.323445077994,-97.75698020848782,104012.0,1685844456.0,2023,6,3,21,7,36,True,blaze
171473,38441,174018,174018,122944,https://twitter.com/kissaliveii/status/1665105543625691136,@kissaliveii,2023-06-03T21:17:52.000Z,just compared a regular small sized bag of takis to a mini sized bag and there was about 10 degrees of difference between the two flavor profiles and the mini bag was roughly 20% superior easily,478,6,30.323445077994,-97.75698020848782,103993.0,1685845072.0,2023,6,3,21,17,52,True,degree
171477,38445,174015,174015,122941,https://twitter.com/slumske/status/1665105959021060107,@slumske,2023-06-03T21:19:31.000Z,ruth gave me these takis pringles  & THEY R HEATT,263,,30.323445077994,-97.75698020848782,103990.0,1685845171.0,2023,6,3,21,19,31,True,heat
171511,38479,173982,173982,122908,https://twitter.com/vnvbel/status/1665110022550958081,@vnvbel,2023-06-03T21:35:40.000Z,do people not understand that walking your dogs in this heat is not ok like the pavement is 10x hotter ???,1.1K,8,30.323445077994,-97.75698020848782,103957.0,1685846140.0,2023,6,3,21,35,40,True,heat
171513,38481,173981,173981,122907,https://twitter.com/TheRealBCali/status/1665110562496184323,@TheRealBCali,2023-06-03T21:37:49.000Z,Mojitos are soooo good on a hot summer day,69,,30.323445077994,-97.75698020848782,103956.0,1685846269.0,2023,6,3,21,37,49,True,hot
171588,38556,173909,173909,122835,https://twitter.com/kayktrujillo/status/1665120652641042432,@kayktrujillo,2023-06-03T22:17:54.000Z,"Lots of sunshine, outdoor air, and beautiful views this weekend. Much needed.  

#thankful #austintx #nature #sunshine #outdoors #naturebeauty #GodIsGood #mountbonnell",139,3,30.323445077994,-97.75698020848782,103884.0,1685848674.0,2023,6,3,22,17,54,True,sunshine
171655,38623,173848,173848,122774,https://twitter.com/cbriancpa/status/1665133996081135616,@cbriancpa,2023-06-03T23:10:56.000Z,"Oh man, the ""More tingly than hot"" definitely has a nice  
@TwylaVerhelst
 you want me to save one for you?",854,5,30.323445077994,-97.75698020848782,103823.0,1685851856.0,2023,6,3,23,10,56,True,hot
171778,38746,580989,580989,6482,https://twitter.com/lizabrahamsen/status/1665220761668263937,@lizabrahamsen,2023-06-04T04:55:42.000Z,"Summer of 2001 I was going into my senior year of high school & Tropical Storm Allison camped out over Houston for two weeks washing tons of seaweed onto the beaches around Galveston. The stench was unbearable, the city was using bulldozers to move it into piles. 1/2",143,1,30.46180890041911,-97.60910097580602,5717.0,1685872542.0,2023,6,4,4,55,42,True,tropic
171859,38827,173743,173743,122669,https://twitter.com/GrandpaKRM/status/1665370718614241284,@GrandpaKRM,2023-06-04T14:51:35.000Z,#ClimateScam,17,1,30.323445077994,-97.75698020848782,103718.0,1685908295.0,2023,6,4,14,51,35,True,climate
171950,38918,173657,173657,122583,https://twitter.com/CryptoHado/status/1665384075778052098,@CryptoHado,2023-06-04T15:44:39.000Z,Gm yall! Heat in 6!!! Lets go miami!!!,77,3,30.323445077994,-97.75698020848782,103632.0,1685911479.0,2023,6,4,15,44,39,True,heat
171995,38963,173618,173618,122544,https://twitter.com/MattZ_NYC/status/1665391775567994882,@MattZ_NYC,2023-06-04T16:15:15.000Z,"You’re losing. You can kick & scream and burn flags and quote scripture, but you’re on the losing side. Humanity inexorably moves toward justice-albeit slowly. You may think you’re in the thick of the fight and you’re helping your side, but you’ve lost. You just can’t see it yet",20,,30.323445077994,-97.75698020848782,103593.0,1685913315.0,2023,6,4,16,15,15,True,burn
172100,39068,173516,173516,122442,https://twitter.com/thiqviq/status/1665406357317509121,@thiqviq,2023-06-04T17:13:11.000Z,It’s so hot during the summer in austin a cloudy/overcast day is considered great weather LMAO,89,1,30.323445077994,-97.75698020848782,103491.0,1685916791.0,2023,6,4,17,13,11,True,hot
172173,39141,173449,173449,122375,https://twitter.com/KickingItATX/status/1665415851745443842,@KickingItATX,2023-06-04T17:50:55.000Z,"The Saucony Shadow 6000 of the “Earth Citizen” pack is now available in store and online. 

The continuation of the desert tones touch base on this silhouette in an Aqua color way. 

Men sizes 4-14 for $150.

#kickingitatx #saucony #shadow6000 #earthcitizen #austin #domain",374,1,30.323445077994,-97.75698020848782,103424.0,1685919055.0,2023,6,4,17,50,55,True,desert
172179,39147,173444,173444,122370,https://twitter.com/learnerchris/status/1665416567465684993,@learnerchris,2023-06-04T17:53:46.000Z,"Not really happy that he is leaving “Meet The Press” but I think that burn out is  effecting many of the news talk shows, regardless of perceived biases. This is a caused by two main reasons IM0, the repetition of cable news and the hypocrisy of the coordinated talking points…
Show more",712,1,30.323445077994,-97.75698020848782,103419.0,1685919226.0,2023,6,4,17,53,46,True,burn
172199,39167,173425,173425,122351,https://twitter.com/JoshJArchitect/status/1665418312409395200,@JoshJArchitect,2023-06-04T18:00:42.000Z,A dry erase board made him some revered genius.,49,,30.323445077994,-97.75698020848782,103400.0,1685919642.0,2023,6,4,18,0,42,True,dry
172314,39282,173318,173318,122244,https://twitter.com/DickHorn16/status/1665434971757060105,@DickHorn16,2023-06-04T19:06:54.000Z,He is full of hot air.,4,,30.323445077994,-97.75698020848782,103293.0,1685923614.0,2023,6,4,19,6,54,True,hot
172339,39307,173297,173297,122223,https://twitter.com/alikhaneats/status/1665439278782992389,@alikhaneats,2023-06-04T19:24:01.000Z,This is why i like reverse sear. I’m sure this is delicious but getting that end to even mid rare to light medium works so well with standing rib/prime rib. I’d still it two slices though ,1.1K,11,30.323445077994,-97.75698020848782,103272.0,1685924641.0,2023,6,4,19,24,1,True,sear
172345,39313,173291,173291,122217,https://twitter.com/mason_oz/status/1665439734489923584,@mason_oz,2023-06-04T19:25:49.000Z,"Alright. Last game in my PlayStation 1 collection. Need more recommendations! Toss some at me and I’ll play them, beat them, and review them. #steamdeck #recommend #retrogame #FinalFantasy #playstation #PSX",1K,,30.323445077994,-97.75698020848782,103266.0,1685924749.0,2023,6,4,19,25,49,True,steam
172373,39341,173267,173267,122193,https://twitter.com/pantyboyriot/status/1665444876626821122,@pantyboyriot,2023-06-04T19:46:15.000Z,I’d be on my knees teasing your exposed pink bonbon with my tongue. I  making a hot panty boy squirm like that!,53,1,30.323445077994,-97.75698020848782,103242.0,1685925975.0,2023,6,4,19,46,15,True,hot
172390,39358,173250,173250,122176,https://twitter.com/R_Ghoulspawn/status/1665448685075849218,@R_Ghoulspawn,2023-06-04T20:01:23.000Z," NEW SET ON ONLY FANS  JUST DROPPED 3 HOURS AGO 

Come tell me I'm pretty and let me drain you 

http://Onlyfans.com/rockettghoulsptghoulspawn… 

#onlyfansbabe #hotgothgirls #PrideMonth #tattooedwomen #onlyfansgirl #ThickGirls",3.2K,96,30.323445077994,-97.75698020848782,103225.0,1685926883.0,2023,6,4,20,1,23,True,hot
172433,39401,173212,173212,122138,https://twitter.com/Dear_Samanthaa/status/1665454791919644673,@Dear_Samanthaa,2023-06-04T20:25:39.000Z,"I can guarantee you, not a single fucking liberal on the face of this planet would dress up in all black in the hot ass Texas sun and stand outside like these fucking dweebs in fucking Centerville  https://twitter.com/CollinGOP/status/1665373119597498368…",58,,30.323445077994,-97.75698020848782,103187.0,1685928339.0,2023,6,4,20,25,39,True,hot
172468,39436,173178,173178,122104,https://twitter.com/gabiantuna/status/1665460576158375936,@gabiantuna,2023-06-04T20:48:38.000Z,"to anyone on stimulants: i recommend keeping popsicles in stock, they help a lot when ur overheating or feeling nauseous :)",227,1,30.323445077994,-97.75698020848782,103153.0,1685929718.0,2023,6,4,20,48,38,True,heat
172506,39474,173143,173143,122069,https://twitter.com/mayraflorez/status/1665465287532060674,@mayraflorez,2023-06-04T21:07:22.000Z,"These 
@LaLiga
 games were so intense! All these teams wouldn’t be suffering if they did better in the previous 37 games ",110,,30.323445077994,-97.75698020848782,103118.0,1685930842.0,2023,6,4,21,7,22,True,intense
172515,39483,173134,173134,122060,https://twitter.com/NILGUNWASHINGT1/status/1665466694536495106,@NILGUNWASHINGT1,2023-06-04T21:12:57.000Z,"Hındıstan dan cıkıp, Iran a , OrdanTurkıyeye Mevlana sayesınde yayılan Sufızm de Gandhı gıbı hıc kımselere savas yok, bırtek kendınle ugras, kendını duzelt kı kemale er dusuncelerıyayılmıstır, dolayısıylede abd de super populerdır kendınle ugras, burnunu baskalarına sokma egıtımı",81,1,30.323445077994,-97.75698020848782,103109.0,1685931177.0,2023,6,4,21,12,57,True,burn
172547,39515,173103,173103,122029,https://twitter.com/BigTexBoats/status/1665471180113862658,@BigTexBoats,2023-06-04T21:30:46.000Z,Bad weather won’t stop the party,85,1,30.323445077994,-97.75698020848782,103078.0,1685932246.0,2023,6,4,21,30,46,True,weather
172573,39541,173078,173078,122004,https://twitter.com/SXSouthLamar/status/1665474014993694720,@SXSouthLamar,2023-06-04T21:42:02.000Z,"Saw a guy wearing a KU Lawrence shirt so I asked if he knew 
@BigJayBurner
 and he just laughed and said “Hook’em Hawks!” Then lifted his shirt and revealed a VY chest tat ",30,,30.323445077994,-97.75698020848782,103053.0,1685932922.0,2023,6,4,21,42,2,True,burn
172592,39560,173059,173059,121985,https://twitter.com/justtJonathan/status/1665475682254614528,@justtJonathan,2023-06-04T21:48:40.000Z,It’s gon be a real hot bou summer ,176,3,30.323445077994,-97.75698020848782,103034.0,1685933320.0,2023,6,4,21,48,40,True,hot
172627,39595,173027,173027,121953,https://twitter.com/BeavsTweets/status/1665479102457868291,@BeavsTweets,2023-06-04T22:02:15.000Z,Drove from Austin to Baton Rouge and back to Austin before Oregon State and LSU completed 3 innings of baseball. #weather,2.4K,37,30.323445077994,-97.75698020848782,103002.0,1685934135.0,2023,6,4,22,2,15,True,weather
172631,39599,173023,173023,121949,https://twitter.com/oldsheepdog_ay/status/1665479611466014726,@oldsheepdog_ay,2023-06-04T22:04:17.000Z,"On a sunny Sunday afternoon, late lunch, early dinner. 
@torchystacos
 @512brewing
#democrattaco
#crossroadstaco
#512ipa",35,,30.323445077994,-97.75698020848782,102998.0,1685934257.0,2023,6,4,22,4,17,True,sunny
172713,39681,172944,172944,121870,https://twitter.com/pantyboyriot/status/1665490820013740035,@pantyboyriot,2023-06-04T22:48:49.000Z,"It breaks my heart to learn that 
@H_Mystere
 is going out of business. Homme Mystere ambitiously set out to create a more accepting social environment for men to wear lingerie. I own many of their designs, a few shown here. True trailblazers. FYI: Everything’s on sale right how.",577,18,30.323445077994,-97.75698020848782,102919.0,1685936929.0,2023,6,4,22,48,49,True,blaze
172732,39700,172927,172927,121853,https://twitter.com/KickingItATX/status/1665494521629515777,@KickingItATX,2023-06-04T23:03:32.000Z,"Money Mayweather has a pretty big collection of all white Air Force 1’s. How many is too many? 

Watch/ Listen on 
@youtube
 @spotify
 @apple
 @amazonmusic
 
-Links in bio

#kickingitatx #kickingitsocialhour #podcast #youtube #applepodcasts #spotify #amazonmusic #flyodmayweather",606,4,30.323445077994,-97.75698020848782,102902.0,1685937812.0,2023,6,4,23,3,32,True,weather
172755,39723,172904,172904,121830,https://twitter.com/KijamSmith77700/status/1665496532743778308,@KijamSmith77700,2023-06-04T23:11:31.000Z,"Being jocular broh itsa big internet

Anubis says hi
@burningwitches_
@SSSOOONNNIIIAAA",20,1,30.323445077994,-97.75698020848782,102879.0,1685938291.0,2023,6,4,23,11,31,True,burn
172860,39828,172815,172815,121741,https://twitter.com/EstHossler_Bsd3/status/1665508095810842627,@EstHossler_Bsd3,2023-06-04T23:57:28.000Z,"Your skin, oh, yeah, your skin and bones
Turn into something beautiful. our bulb of sunshine #weloveyoujaden #seeyousoonjaden",195,4,30.323445077994,-97.75698020848782,102790.0,1685941048.0,2023,6,4,23,57,28,True,sunshine
172940,39908,26953,26953,1661,https://twitter.com/spookdeer/status/1665719824708775936,@spookdeer,2023-06-05T13:58:48.000Z,If I were him I wouldn’t either tbh that place can burn to the ground tbh,11,,30.1444838659839,-97.8221689198633,,1685991528.0,2023,6,5,13,58,48,True,burn
173013,39981,172777,172777,121703,https://twitter.com/elbirdman/status/1665762566415450136,@elbirdman,2023-06-05T16:48:38.000Z,"It was sunny downtown when I woke up at 745,the radar image is fake. They just cleaned the streets that’s why they were wet",105,,30.323445077994,-97.75698020848782,102752.0,1686001718.0,2023,6,5,16,48,38,True,sunny
173081,40049,172721,172721,121647,https://twitter.com/CryptoHado/status/1665770134668029954,@CryptoHado,2023-06-05T17:18:43.000Z,"Fuck you 
@SECGov
 burn in hell",66,2,30.323445077994,-97.75698020848782,102696.0,1686003523.0,2023,6,5,17,18,43,True,burn
173095,40063,516929,516929,102605,https://twitter.com/tramaithedon/status/1665772203428700160,@tramaithedon,2023-06-05T17:26:56.000Z,Omg plz help me understand how was this even shade??? I’m not here to tussle bookies I’m just confused asl,392,,30.32341079040836,-97.75337763023757,85952.0,1686004016.0,2023,6,5,17,26,56,True,shade
173132,40100,172676,172676,121602,https://twitter.com/ArrestedAustin/status/1665775236292177921,@ArrestedAustin,2023-06-05T17:38:59.000Z,You fixing to feel the burn!!,77,2,30.323445077994,-97.75698020848782,102651.0,1686004739.0,2023,6,5,17,38,59,True,burn
173143,40111,172668,172668,121594,https://twitter.com/rhbecker18/status/1665775652899790848,@rhbecker18,2023-06-05T17:40:38.000Z,"Goodbye Austin! As always, I can do without your heat and humidity, but your people are the best. If not earlier, I know I’ll be back next year for 
@ATXFestival
 2024!",116,1,30.323445077994,-97.75698020848782,102643.0,1686004838.0,2023,6,5,17,40,38,True,heat
173203,40171,516832,516832,102508,https://twitter.com/ARTofCOOP/status/1665782690472243202,@ARTofCOOP,2023-06-05T18:08:36.000Z,The truth is it’s probably just the inevitable climate collapse that has them all making crazy plans,80,1,30.32341079040836,-97.75337763023757,85855.0,1686006516.0,2023,6,5,18,8,36,True,climate
173260,40228,172579,172579,121505,https://twitter.com/512Derek/status/1665787796009672710,@512Derek,2023-06-05T18:28:54.000Z,Where did all these clouds come from? stealin' my sunshine ,821,1,30.323445077994,-97.75698020848782,102554.0,1686007734.0,2023,6,5,18,28,54,True,sunshine
173320,40288,172530,172530,121456,https://twitter.com/dwschwab/status/1665792731778539520,@dwschwab,2023-06-05T18:48:30.000Z,This weather today in Austin is perfect. If only it could stay like this all summer.,67,1,30.323445077994,-97.75698020848782,102505.0,1686008910.0,2023,6,5,18,48,30,True,weather
173408,40376,172462,172462,121388,https://twitter.com/SSwldc/status/1665799793820459009,@SSwldc,2023-06-05T19:16:34.000Z,The City of Austin wants you to Beat the Heat!,15,,30.323445077994,-97.75698020848782,102437.0,1686010594.0,2023,6,5,19,16,34,True,heat
173412,40380,172458,172458,121384,https://twitter.com/RuthieM50204/status/1665799955284389894,@RuthieM50204,2023-06-05T19:17:13.000Z,Lest go Miami Heat y'all can do it,18,,30.323445077994,-97.75698020848782,102433.0,1686010633.0,2023,6,5,19,17,13,True,heat
173455,40423,516611,516611,102287,https://twitter.com/TibbersTTV/status/1665803702668603394,@TibbersTTV,2023-06-05T19:32:06.000Z,"Well, when it rains it pours. I have a hole in the retina of my left eye. *sigh*

Waiting for insurance authorization to go through and then I’ll schedule a small procedure to have a laser try and burn the edges so it doesn’t tear and I have a retina detachment.",705,15,30.32341079040836,-97.75337763023757,85634.0,1686011526.0,2023,6,5,19,32,6,True,burn
173473,40441,172411,172411,121337,https://twitter.com/daaliaanatalie/status/1665806216956657670,@daaliaanatalie,2023-06-05T19:42:05.000Z,Perfect weather to paint inside & watch movies ,116,,30.323445077994,-97.75698020848782,102386.0,1686012125.0,2023,6,5,19,42,5,True,weather
173516,40484,172372,172372,121298,https://twitter.com/AidanGuro/status/1665811587548979205,@AidanGuro,2023-06-05T20:03:26.000Z,We should hold communal bible burnings ,265,,30.323445077994,-97.75698020848782,102347.0,1686013406.0,2023,6,5,20,3,26,True,burn
173536,40504,172355,172355,121281,https://twitter.com/tramaithedon/status/1665813366156193792,@tramaithedon,2023-06-05T20:10:30.000Z,Girl I could never keep up you know twitter a hot meeessss idk what to believe LMAO,14,,30.323445077994,-97.75698020848782,102330.0,1686013830.0,2023,6,5,20,10,30,True,hot
173685,40653,172236,172236,121162,https://twitter.com/cody_brousek/status/1665828255146954763,@cody_brousek,2023-06-05T21:09:40.000Z,"Weather delays at the track call for coffee shop exploration.  I believe The Hideout would receive 
@wmcraven
 approval!",889,19,30.323445077994,-97.75698020848782,102211.0,1686017380.0,2023,6,5,21,9,40,True,weather
173703,40671,172223,172223,121149,https://twitter.com/big_lele222/status/1665830376567193604,@big_lele222,2023-06-05T21:18:06.000Z,I chose to run errands in this weather  like BFFR,25,,30.323445077994,-97.75698020848782,102198.0,1686017886.0,2023,6,5,21,18,6,True,weather
173766,40734,172176,172176,121102,https://twitter.com/hornsupchris/status/1665837133670612996,@hornsupchris,2023-06-05T21:44:57.000Z,Getting cooked by the austin humidity ngl,984,9,30.323445077994,-97.75698020848782,102151.0,1686019497.0,2023,6,5,21,44,57,True,humid
173854,40822,172101,172101,121027,https://twitter.com/shawtydoul0veme/status/1665845227964231684,@shawtydoul0veme,2023-06-05T22:17:06.000Z,windows down & it’s hot & im crying & i feel fuckin empty :),117,,30.323445077994,-97.75698020848782,102076.0,1686021426.0,2023,6,5,22,17,6,True,hot
173943,40911,172028,172028,120954,https://twitter.com/HaydenPlus1/status/1665854957860401153,@HaydenPlus1,2023-06-05T22:55:46.000Z,Those look like crusty toasted toe nails ,23,1,30.323445077994,-97.75698020848782,102003.0,1686023746.0,2023,6,5,22,55,46,True,toast
174009,40977,516126,516126,101802,https://twitter.com/BlainOConnor/status/1665864541849239558,@BlainOConnor,2023-06-05T23:33:51.000Z, that bottom is so hot,3.4K,12,30.32341079040836,-97.75337763023757,85149.0,1686026031.0,2023,6,5,23,33,51,True,hot
174129,41097,597675,597675,6286,https://twitter.com/slutty_go/status/1665981572946833408,@slutty_go,2023-06-06T07:18:54.000Z,send me yo sextapes  twitter dry rn,413,2,30.460887524163503,-97.60731008808254,5672.0,1686053934.0,2023,6,6,7,18,54,True,dry
174156,41124,580865,580865,6358,https://twitter.com/Coach_MHill/status/1666084752590532609,@Coach_MHill,2023-06-06T14:08:54.000Z,Absolutely bout to heat up quick,72,1,30.46180890041911,-97.60910097580602,5593.0,1686078534.0,2023,6,6,14,8,54,True,heat
174236,41204,171890,171890,120816,https://twitter.com/HaydenPlus1/status/1666131125654175744,@HaydenPlus1,2023-06-06T17:13:10.000Z,@RichOToole,8,,30.323445077994,-97.75698020848782,101865.0,1686089590.0,2023,6,6,17,13,10,True,hot
174238,41206,171888,171888,120814,https://twitter.com/_214jd/status/1666131668221018113,@_214jd,2023-06-06T17:15:19.000Z,Its 90 degrees in texas rn and its barely 12,19,,30.323445077994,-97.75698020848782,101863.0,1686089719.0,2023,6,6,17,15,19,True,degree
174283,41251,171849,171849,120775,https://twitter.com/Crochetmelovely/status/1666136208517345287,@Crochetmelovely,2023-06-06T17:33:22.000Z,"New free pattern from me! You can see the full pattern for my Love Glow Hexagon on my blog! Or grab the PDF from my Ravelry shop! Both links are in my bio! 
#yarn #fiberartist #crocheters #crocheting #crocheted #crochetpattern #crochetpatterns #freepattern #freepatterns",52,,30.323445077994,-97.75698020848782,101824.0,1686090802.0,2023,6,6,17,33,22,True,glow
174380,41348,171756,171756,120682,https://twitter.com/CryptoHado/status/1666144461397676033,@CryptoHado,2023-06-06T18:06:09.000Z,"You will never break me 
@SECGov
 @GaryGensler
 @SenWarren
 

You are all going down and will burn in hell mark my words.",78,5,30.323445077994,-97.75698020848782,101731.0,1686092769.0,2023,6,6,18,6,9,True,burn
174431,41399,171708,171708,120634,https://twitter.com/queerdem0n/status/1666149847421059073,@queerdem0n,2023-06-06T18:27:33.000Z,"last night i watched Sssshhh… and it was everything! there was bloodshed, song & dance, and a plenty of hot brown men to keep me entertained for its almost 3hr run time",316,5,30.323445077994,-97.75698020848782,101683.0,1686094053.0,2023,6,6,18,27,33,True,hot
174558,41526,171593,171593,120519,https://twitter.com/CrzySxyJeremy/status/1666164056737153031,@CrzySxyJeremy,2023-06-06T19:24:01.000Z,"The new #TLCForever doc. is PERFECT.
The #HotSummerNightsTour is just kicking off!
The #iHeartRadio Music Fest. just announced that 
@officialchilli
 & 
@TheRealTBOZ
 will be featured performers.

2023 is a GREAT year to be a 
@OfficialTLC
 fan!!!",125,8,30.323445077994,-97.75698020848782,101568.0,1686097441.0,2023,6,6,19,24,1,True,hot
174626,41594,580840,580840,6333,https://twitter.com/GCDPrairielands/status/1666170371496714242,@GCDPrairielands,2023-06-06T19:49:07.000Z,"Michael Heath presenting on ""field reporting"" technology during TAGD's GCD Boot Camp: Field Edition.  #txwater #tagd #groundwater",67,3,30.46180890041911,-97.60910097580602,5568.0,1686098947.0,2023,6,6,19,49,7,True,heat
174739,41707,171425,171425,120351,https://twitter.com/AnnaDsays/status/1666186630363766785,@AnnaDsays,2023-06-06T20:53:43.000Z,Dude is HOT. He fits the Bond role perfectly.,165,7,30.323445077994,-97.75698020848782,101400.0,1686102823.0,2023,6,6,20,53,43,True,hot
174768,41736,171398,171398,120324,https://twitter.com/CammiGarrett/status/1666190743608647690,@CammiGarrett,2023-06-06T21:10:04.000Z,"In Texas, as soon as you take it out the freezer its starts melting. ",3,,30.323445077994,-97.75698020848782,101373.0,1686103804.0,2023,6,6,21,10,4,True,melting
174770,41738,171397,171397,120323,https://twitter.com/RachelAnnScott1/status/1666190941332332549,@RachelAnnScott1,2023-06-06T21:10:51.000Z,"USAA increased my insurance SIGNIFICANTLY! Can’t blame them. USAA Agent told me that between thefts & climate disasters, USAA paid out 99 cents on every dollar collected for insurance last year! 
@VanessaForATX
 @RepLloydDoggett
 @GregCasar
 @sarah_eckhardt",50,,30.323445077994,-97.75698020848782,101372.0,1686103851.0,2023,6,6,21,10,51,True,climate
174828,41796,580839,580839,6332,https://twitter.com/NuviewRealty/status/1666198248124743680,@NuviewRealty,2023-06-06T21:39:53.000Z,"Don’t sweat the rate! Make a monthly budget for housing, factor in Principal, Interest, Tax, Insurance & HOA, then determine how much house you can afford. Then go for it. Refinance when rates come down. Discuss locking favorable rates upfront with your lender.",28,,30.46180890041911,-97.60910097580602,5567.0,1686105593.0,2023,6,6,21,39,53,True,sweat
174936,41904,171262,171262,120188,https://twitter.com/arivv21/status/1666209605280489492,@arivv21,2023-06-06T22:25:01.000Z,the block is HOT in Austin... ,7.8K,47,30.323445077994,-97.75698020848782,101237.0,1686108301.0,2023,6,6,22,25,1,True,hot
174941,41909,171258,171258,120184,https://twitter.com/marcusbryan/status/1666210228281434153,@marcusbryan,2023-06-06T22:27:29.000Z,Tomorrow I’m flying American for the first time in many years without status. Even though I’ve switched to Delta I’ve got miles to burn. Gonna be tough.,133,3,30.323445077994,-97.75698020848782,101233.0,1686108449.0,2023,6,6,22,27,29,True,burn
175039,42007,171172,171172,120098,https://twitter.com/StanleyBox3/status/1666221700638298114,@StanleyBox3,2023-06-06T23:13:04.000Z,"I enjoy staying in touch and watching this shit show to some degree, but things will abruptly change when your wife is stage 4 cancer. Suddenly,  all of this shit is meaningless. My life now is to simply support her... No matter what. God Bless America!",5,,30.323445077994,-97.75698020848782,101147.0,1686111184.0,2023,6,6,23,13,4,True,degree
